Store ID,Product ID,Date,Forecasted_Demand
S001,P0007,2024-01-03,122.14
S001,P0007,2024-01-04,118.74
S001,P0007,2024-01-05,127.88
S001,P0007,2024-01-06,139.0
S001,P0007,2024-01-07,151.33
S001,P0007,2024-01-08,141.36
S001,P0007,2024-01-09,122.39
S001,P0007,2024-01-10,122.72
S001,P0007,2024-01-11,119.64
S001,P0007,2024-01-12,127.19
S001,P0007,2024-01-13,141.78
S001,P0007,2024-01-14,151.68
S001,P0007,2024-01-15,139.75
S001,P0007,2024-01-16,122.35
S001,P0007,2024-01-17,122.71
S001,P0007,2024-01-18,119.63
S001,P0007,2024-01-19,127.2
S001,P0007,2024-01-20,141.75
S001,P0007,2024-01-21,151.67
S001,P0007,2024-01-22,139.77
S001,P0007,2024-01-23,122.35
S001,P0007,2024-01-24,122.71
S001,P0007,2024-01-25,119.63
S001,P0007,2024-01-26,127.2
S001,P0007,2024-01-27,141.75
S001,P0007,2024-01-28,151.67
S001,P0007,2024-01-29,139.77
S001,P0007,2024-01-30,122.35
S001,P0007,2024-01-31,122.71
S001,P0008,2024-01-02,155.88
S001,P0008,2024-01-03,145.43
S001,P0008,2024-01-04,141.73
S001,P0008,2024-01-05,126.16
S001,P0008,2024-01-06,131.37
S001,P0008,2024-01-07,126.36
S001,P0008,2024-01-08,134.7
S001,P0008,2024-01-09,155.21
S001,P0008,2024-01-10,141.93
S001,P0008,2024-01-11,142.99
S001,P0008,2024-01-12,126.02
S001,P0008,2024-01-13,129.8
S001,P0008,2024-01-14,126.0
S001,P0008,2024-01-15,136.07
S001,P0008,2024-01-16,155.21
S001,P0008,2024-01-17,141.98
S001,P0008,2024-01-18,142.97
S001,P0008,2024-01-19,126.02
S001,P0008,2024-01-20,129.82
S001,P0008,2024-01-21,126.01
S001,P0008,2024-01-22,136.05
S001,P0008,2024-01-23,155.21
S001,P0008,2024-01-24,141.98
S001,P0008,2024-01-25,142.97
S001,P0008,2024-01-26,126.02
S001,P0008,2024-01-27,129.82
S001,P0008,2024-01-28,126.01
S001,P0008,2024-01-29,136.05
S001,P0008,2024-01-30,155.21
S001,P0008,2024-01-31,141.98
S001,P0009,2024-01-02,142.37
S001,P0009,2024-01-03,138.79
S001,P0009,2024-01-04,136.95
S001,P0009,2024-01-05,136.01
S001,P0009,2024-01-06,140.21
S001,P0009,2024-01-07,137.84
S001,P0009,2024-01-08,129.6
S001,P0009,2024-01-09,143.68
S001,P0009,2024-01-10,140.93
S001,P0009,2024-01-11,133.33
S001,P0009,2024-01-12,134.85
S001,P0009,2024-01-13,140.97
S001,P0009,2024-01-14,137.0
S001,P0009,2024-01-15,126.81
S001,P0009,2024-01-16,142.6
S001,P0009,2024-01-17,139.66
S001,P0009,2024-01-18,133.44
S001,P0009,2024-01-19,135.85
S001,P0009,2024-01-20,141.62
S001,P0009,2024-01-21,136.72
S001,P0009,2024-01-22,126.14
S001,P0009,2024-01-23,142.34
S001,P0009,2024-01-24,140.12
S001,P0009,2024-01-25,133.95
S001,P0009,2024-01-26,135.85
S001,P0009,2024-01-27,141.2
S001,P0009,2024-01-28,136.43
S001,P0009,2024-01-29,126.27
S001,P0009,2024-01-30,142.67
S001,P0009,2024-01-31,140.24
S001,P0010,2024-01-02,124.41
S001,P0010,2024-01-03,115.62
S001,P0010,2024-01-04,155.99
S001,P0010,2024-01-05,130.91
S001,P0010,2024-01-06,117.5
S001,P0010,2024-01-07,174.62
S001,P0010,2024-01-08,126.58
S001,P0010,2024-01-09,138.87
S001,P0010,2024-01-10,113.97
S001,P0010,2024-01-11,146.34
S001,P0010,2024-01-12,129.66
S001,P0010,2024-01-13,126.18
S001,P0010,2024-01-14,173.32
S001,P0010,2024-01-15,122.19
S001,P0010,2024-01-16,138.34
S001,P0010,2024-01-17,116.27
S001,P0010,2024-01-18,146.76
S001,P0010,2024-01-19,128.25
S001,P0010,2024-01-20,125.83
S001,P0010,2024-01-21,174.24
S001,P0010,2024-01-22,122.43
S001,P0010,2024-01-23,137.79
S001,P0010,2024-01-24,116.1
S001,P0010,2024-01-25,147.1
S001,P0010,2024-01-26,128.37
S001,P0010,2024-01-27,125.62
S001,P0010,2024-01-28,174.15
S001,P0010,2024-01-29,122.56
S001,P0010,2024-01-30,137.84
S001,P0010,2024-01-31,116.02
S001,P0011,2024-01-02,130.2
S001,P0011,2024-01-03,134.79
S001,P0011,2024-01-04,139.23
S001,P0011,2024-01-05,136.35
S001,P0011,2024-01-06,129.84
S001,P0011,2024-01-07,143.53
S001,P0011,2024-01-08,118.83
S001,P0011,2024-01-09,140.84
S001,P0011,2024-01-10,130.43
S001,P0011,2024-01-11,141.16
S001,P0011,2024-01-12,127.23
S001,P0011,2024-01-13,137.07
S001,P0011,2024-01-14,134.68
S001,P0011,2024-01-15,125.88
S001,P0011,2024-01-16,139.86
S001,P0011,2024-01-17,131.27
S001,P0011,2024-01-18,140.44
S001,P0011,2024-01-19,127.36
S001,P0011,2024-01-20,136.98
S001,P0011,2024-01-21,134.56
S001,P0011,2024-01-22,125.99
S001,P0011,2024-01-23,139.99
S001,P0011,2024-01-24,131.18
S001,P0011,2024-01-25,140.5
S001,P0011,2024-01-26,127.3
S001,P0011,2024-01-27,137.03
S001,P0011,2024-01-28,134.51
S001,P0011,2024-01-29,126.02
S001,P0011,2024-01-30,139.97
S001,P0011,2024-01-31,131.19
S001,P0012,2024-01-02,120.9
S001,P0012,2024-01-03,129.62
S001,P0012,2024-01-04,122.33
S001,P0012,2024-01-05,133.68
S001,P0012,2024-01-06,133.97
S001,P0012,2024-01-07,132.77
S001,P0012,2024-01-08,126.13
S001,P0012,2024-01-09,120.88
S001,P0012,2024-01-10,130.36
S001,P0012,2024-01-11,121.49
S001,P0012,2024-01-12,129.89
S001,P0012,2024-01-13,131.33
S001,P0012,2024-01-14,137.72
S001,P0012,2024-01-15,131.18
S001,P0012,2024-01-16,119.87
S001,P0012,2024-01-17,126.18
S001,P0012,2024-01-18,120.2
S001,P0012,2024-01-19,133.15
S001,P0012,2024-01-20,134.28
S001,P0012,2024-01-21,136.22
S001,P0012,2024-01-22,127.56
S001,P0012,2024-01-23,119.38
S001,P0012,2024-01-24,129.4
S001,P0012,2024-01-25,122.39
S001,P0012,2024-01-26,131.23
S001,P0012,2024-01-27,131.16
S001,P0012,2024-01-28,136.39
S001,P0012,2024-01-29,130.63
S001,P0012,2024-01-30,120.86
S001,P0012,2024-01-31,127.26
S001,P0013,2024-01-02,126.63
S001,P0013,2024-01-03,134.86
S001,P0013,2024-01-04,127.39
S001,P0013,2024-01-05,151.04
S001,P0013,2024-01-06,115.45
S001,P0013,2024-01-07,153.65
S001,P0013,2024-01-08,128.38
S001,P0013,2024-01-09,119.48
S001,P0013,2024-01-10,134.07
S001,P0013,2024-01-11,129.33
S001,P0013,2024-01-12,149.76
S001,P0013,2024-01-13,116.42
S001,P0013,2024-01-14,152.4
S001,P0013,2024-01-15,130.54
S001,P0013,2024-01-16,119.48
S001,P0013,2024-01-17,134.19
S001,P0013,2024-01-18,129.22
S001,P0013,2024-01-19,149.84
S001,P0013,2024-01-20,116.37
S001,P0013,2024-01-21,152.44
S001,P0013,2024-01-22,130.48
S001,P0013,2024-01-23,119.48
S001,P0013,2024-01-24,134.18
S001,P0013,2024-01-25,129.23
S001,P0013,2024-01-26,149.83
S001,P0013,2024-01-27,116.37
S001,P0013,2024-01-28,152.44
S001,P0013,2024-01-29,130.48
S001,P0013,2024-01-30,119.48
S001,P0013,2024-01-31,134.18
S001,P0014,2024-01-02,151.63
S001,P0014,2024-01-03,161.24
S001,P0014,2024-01-04,139.88
S001,P0014,2024-01-05,136.8
S001,P0014,2024-01-06,136.81
S001,P0014,2024-01-07,137.2
S001,P0014,2024-01-08,128.81
S001,P0014,2024-01-09,149.51
S001,P0014,2024-01-10,170.54
S001,P0014,2024-01-11,136.32
S001,P0014,2024-01-12,136.0
S001,P0014,2024-01-13,134.2
S001,P0014,2024-01-14,134.83
S001,P0014,2024-01-15,131.58
S001,P0014,2024-01-16,149.57
S001,P0014,2024-01-17,170.29
S001,P0014,2024-01-18,136.41
S001,P0014,2024-01-19,136.02
S001,P0014,2024-01-20,134.27
S001,P0014,2024-01-21,134.89
S001,P0014,2024-01-22,131.51
S001,P0014,2024-01-23,149.57
S001,P0014,2024-01-24,170.29
S001,P0014,2024-01-25,136.41
S001,P0014,2024-01-26,136.02
S001,P0014,2024-01-27,134.27
S001,P0014,2024-01-28,134.89
S001,P0014,2024-01-29,131.51
S001,P0014,2024-01-30,149.57
S001,P0014,2024-01-31,170.29
S001,P0015,2024-01-02,137.93
S001,P0015,2024-01-03,166.14
S001,P0015,2024-01-04,116.45
S001,P0015,2024-01-05,138.49
S001,P0015,2024-01-06,137.47
S001,P0015,2024-01-07,121.36
S001,P0015,2024-01-08,158.43
S001,P0015,2024-01-09,137.2
S001,P0015,2024-01-10,151.33
S001,P0015,2024-01-11,111.15
S001,P0015,2024-01-12,138.6
S001,P0015,2024-01-13,132.67
S001,P0015,2024-01-14,123.8
S001,P0015,2024-01-15,164.5
S001,P0015,2024-01-16,137.28
S001,P0015,2024-01-17,152.23
S001,P0015,2024-01-18,111.47
S001,P0015,2024-01-19,138.59
S001,P0015,2024-01-20,132.97
S001,P0015,2024-01-21,123.65
S001,P0015,2024-01-22,164.12
S001,P0015,2024-01-23,137.27
S001,P0015,2024-01-24,152.18
S001,P0015,2024-01-25,111.45
S001,P0015,2024-01-26,138.59
S001,P0015,2024-01-27,132.95
S001,P0015,2024-01-28,123.66
S001,P0015,2024-01-29,164.15
S001,P0015,2024-01-30,137.27
S001,P0015,2024-01-31,152.18
S001,P0016,2024-01-02,144.13
S001,P0016,2024-01-03,139.77
S001,P0016,2024-01-04,132.83
S001,P0016,2024-01-05,163.36
S001,P0016,2024-01-06,108.05
S001,P0016,2024-01-07,128.99
S001,P0016,2024-01-08,152.56
S001,P0016,2024-01-09,146.13
S001,P0016,2024-01-10,141.96
S001,P0016,2024-01-11,134.16
S001,P0016,2024-01-12,157.84
S001,P0016,2024-01-13,107.67
S001,P0016,2024-01-14,130.36
S001,P0016,2024-01-15,149.36
S001,P0016,2024-01-16,143.41
S001,P0016,2024-01-17,140.65
S001,P0016,2024-01-18,136.09
S001,P0016,2024-01-19,159.78
S001,P0016,2024-01-20,106.54
S001,P0016,2024-01-21,128.32
S001,P0016,2024-01-22,149.77
S001,P0016,2024-01-23,145.39
S001,P0016,2024-01-24,141.03
S001,P0016,2024-01-25,134.45
S001,P0016,2024-01-26,158.87
S001,P0016,2024-01-27,107.7
S001,P0016,2024-01-28,129.53
S001,P0016,2024-01-29,149.14
S001,P0016,2024-01-30,144.09
S001,P0016,2024-01-31,141.15
S001,P0017,2024-01-02,139.02
S001,P0017,2024-01-03,133.23
S001,P0017,2024-01-04,150.48
S001,P0017,2024-01-05,114.98
S001,P0017,2024-01-06,144.74
S001,P0017,2024-01-07,145.23
S001,P0017,2024-01-08,157.99
S001,P0017,2024-01-09,138.49
S001,P0017,2024-01-10,128.81
S001,P0017,2024-01-11,151.42
S001,P0017,2024-01-12,121.18
S001,P0017,2024-01-13,149.37
S001,P0017,2024-01-14,143.67
S001,P0017,2024-01-15,154.78
S001,P0017,2024-01-16,137.15
S001,P0017,2024-01-17,129.29
S001,P0017,2024-01-18,153.46
S001,P0017,2024-01-19,123.03
S001,P0017,2024-01-20,149.41
S001,P0017,2024-01-21,141.89
S001,P0017,2024-01-22,152.85
S001,P0017,2024-01-23,136.74
S001,P0017,2024-01-24,130.67
S001,P0017,2024-01-25,155.41
S001,P0017,2024-01-26,123.88
S001,P0017,2024-01-27,148.46
S001,P0017,2024-01-28,140.0
S001,P0017,2024-01-29,151.65
S001,P0017,2024-01-30,137.24
S001,P0017,2024-01-31,132.4
S001,P0018,2024-01-02,139.26
S001,P0018,2024-01-03,140.66
S001,P0018,2024-01-04,151.74
S001,P0018,2024-01-05,133.99
S001,P0018,2024-01-06,118.37
S001,P0018,2024-01-07,126.49
S001,P0018,2024-01-08,151.02
S001,P0018,2024-01-09,133.3
S001,P0018,2024-01-10,140.67
S001,P0018,2024-01-11,162.21
S001,P0018,2024-01-12,120.51
S001,P0018,2024-01-13,127.15
S001,P0018,2024-01-14,136.74
S001,P0018,2024-01-15,143.34
S001,P0018,2024-01-16,143.81
S001,P0018,2024-01-17,138.77
S001,P0018,2024-01-18,154.64
S001,P0018,2024-01-19,132.17
S001,P0018,2024-01-20,119.45
S001,P0018,2024-01-21,135.7
S001,P0018,2024-01-22,152.71
S001,P0018,2024-01-23,133.08
S001,P0018,2024-01-24,143.72
S001,P0018,2024-01-25,158.66
S001,P0018,2024-01-26,122.14
S001,P0018,2024-01-27,128.54
S001,P0018,2024-01-28,133.68
S001,P0018,2024-01-29,146.51
S001,P0018,2024-01-30,143.09
S001,P0018,2024-01-31,136.78
S001,P0019,2024-01-02,138.35
S001,P0019,2024-01-03,132.41
S001,P0019,2024-01-04,139.04
S001,P0019,2024-01-05,124.77
S001,P0019,2024-01-06,139.24
S001,P0019,2024-01-07,138.28
S001,P0019,2024-01-08,129.65
S001,P0019,2024-01-09,140.72
S001,P0019,2024-01-10,132.97
S001,P0019,2024-01-11,138.47
S001,P0019,2024-01-12,123.6
S001,P0019,2024-01-13,138.8
S001,P0019,2024-01-14,137.69
S001,P0019,2024-01-15,129.86
S001,P0019,2024-01-16,140.7
S001,P0019,2024-01-17,132.94
S001,P0019,2024-01-18,138.47
S001,P0019,2024-01-19,123.61
S001,P0019,2024-01-20,138.81
S001,P0019,2024-01-21,137.7
S001,P0019,2024-01-22,129.86
S001,P0019,2024-01-23,140.7
S001,P0019,2024-01-24,132.94
S001,P0019,2024-01-25,138.47
S001,P0019,2024-01-26,123.61
S001,P0019,2024-01-27,138.81
S001,P0019,2024-01-28,137.7
S001,P0019,2024-01-29,129.86
S001,P0019,2024-01-30,140.7
S001,P0019,2024-01-31,132.94
S001,P0020,2024-01-02,113.74
S001,P0020,2024-01-03,127.81
S001,P0020,2024-01-04,155.55
S001,P0020,2024-01-05,131.75
S001,P0020,2024-01-06,143.35
S001,P0020,2024-01-07,103.73
S001,P0020,2024-01-08,124.48
S001,P0020,2024-01-09,122.01
S001,P0020,2024-01-10,133.99
S001,P0020,2024-01-11,160.45
S001,P0020,2024-01-12,135.43
S001,P0020,2024-01-13,146.17
S001,P0020,2024-01-14,105.91
S001,P0020,2024-01-15,126.14
S001,P0020,2024-01-16,123.32
S001,P0020,2024-01-17,135.01
S001,P0020,2024-01-18,161.23
S001,P0020,2024-01-19,136.03
S001,P0020,2024-01-20,146.64
S001,P0020,2024-01-21,106.27
S001,P0020,2024-01-22,126.42
S001,P0020,2024-01-23,123.54
S001,P0020,2024-01-24,135.17
S001,P0020,2024-01-25,161.36
S001,P0020,2024-01-26,136.13
S001,P0020,2024-01-27,146.72
S001,P0020,2024-01-28,106.32
S001,P0020,2024-01-29,126.47
S001,P0020,2024-01-30,123.57
S001,P0020,2024-01-31,135.2
S002,P0001,2024-01-02,169.81
S002,P0001,2024-01-03,145.58
S002,P0001,2024-01-04,139.36
S002,P0001,2024-01-05,138.29
S002,P0001,2024-01-06,136.04
S002,P0001,2024-01-07,123.82
S002,P0001,2024-01-08,163.19
S002,P0001,2024-01-09,166.51
S002,P0001,2024-01-10,143.07
S002,P0001,2024-01-11,154.95
S002,P0001,2024-01-12,140.99
S002,P0001,2024-01-13,130.59
S002,P0001,2024-01-14,134.47
S002,P0001,2024-01-15,151.0
S002,P0001,2024-01-16,167.15
S002,P0001,2024-01-17,144.66
S002,P0001,2024-01-18,154.28
S002,P0001,2024-01-19,140.14
S002,P0001,2024-01-20,130.4
S002,P0001,2024-01-21,133.85
S002,P0001,2024-01-22,152.25
S002,P0001,2024-01-23,167.22
S002,P0001,2024-01-24,144.36
S002,P0001,2024-01-25,154.17
S002,P0001,2024-01-26,140.24
S002,P0001,2024-01-27,130.53
S002,P0001,2024-01-28,133.92
S002,P0001,2024-01-29,152.11
S002,P0001,2024-01-30,167.17
S002,P0001,2024-01-31,144.39
S002,P0002,2024-01-02,128.76
S002,P0002,2024-01-03,125.32
S002,P0002,2024-01-04,130.1
S002,P0002,2024-01-05,120.82
S002,P0002,2024-01-06,128.0
S002,P0002,2024-01-07,108.35
S002,P0002,2024-01-08,120.19
S002,P0002,2024-01-09,125.8
S002,P0002,2024-01-10,124.44
S002,P0002,2024-01-11,141.03
S002,P0002,2024-01-12,123.23
S002,P0002,2024-01-13,127.95
S002,P0002,2024-01-14,108.05
S002,P0002,2024-01-15,118.88
S002,P0002,2024-01-16,127.28
S002,P0002,2024-01-17,125.48
S002,P0002,2024-01-18,141.38
S002,P0002,2024-01-19,123.66
S002,P0002,2024-01-20,128.31
S002,P0002,2024-01-21,108.31
S002,P0002,2024-01-22,119.1
S002,P0002,2024-01-23,127.35
S002,P0002,2024-01-24,125.52
S002,P0002,2024-01-25,141.42
S002,P0002,2024-01-26,123.68
S002,P0002,2024-01-27,128.33
S002,P0002,2024-01-28,108.32
S002,P0002,2024-01-29,119.11
S002,P0002,2024-01-30,127.36
S002,P0002,2024-01-31,125.53
S002,P0003,2024-01-02,130.99
S002,P0003,2024-01-03,130.19
S002,P0003,2024-01-04,129.19
S002,P0003,2024-01-05,122.22
S002,P0003,2024-01-06,119.63
S002,P0003,2024-01-07,152.95
S002,P0003,2024-01-08,126.04
S002,P0003,2024-01-09,134.96
S002,P0003,2024-01-10,133.24
S002,P0003,2024-01-11,130.66
S002,P0003,2024-01-12,126.18
S002,P0003,2024-01-13,120.57
S002,P0003,2024-01-14,155.18
S002,P0003,2024-01-15,127.12
S002,P0003,2024-01-16,135.11
S002,P0003,2024-01-17,133.33
S002,P0003,2024-01-18,130.72
S002,P0003,2024-01-19,126.3
S002,P0003,2024-01-20,120.61
S002,P0003,2024-01-21,155.25
S002,P0003,2024-01-22,127.16
S002,P0003,2024-01-23,135.11
S002,P0003,2024-01-24,133.34
S002,P0003,2024-01-25,130.72
S002,P0003,2024-01-26,126.31
S002,P0003,2024-01-27,120.61
S002,P0003,2024-01-28,155.25
S002,P0003,2024-01-29,127.16
S002,P0003,2024-01-30,135.11
S002,P0003,2024-01-31,133.34
S002,P0004,2024-01-02,140.96
S002,P0004,2024-01-03,115.33
S002,P0004,2024-01-04,136.99
S002,P0004,2024-01-05,141.56
S002,P0004,2024-01-06,140.04
S002,P0004,2024-01-07,115.79
S002,P0004,2024-01-08,135.69
S002,P0004,2024-01-09,134.02
S002,P0004,2024-01-10,116.75
S002,P0004,2024-01-11,132.61
S002,P0004,2024-01-12,138.12
S002,P0004,2024-01-13,144.53
S002,P0004,2024-01-14,118.53
S002,P0004,2024-01-15,132.2
S002,P0004,2024-01-16,134.28
S002,P0004,2024-01-17,116.69
S002,P0004,2024-01-18,132.78
S002,P0004,2024-01-19,138.25
S002,P0004,2024-01-20,144.35
S002,P0004,2024-01-21,118.42
S002,P0004,2024-01-22,132.33
S002,P0004,2024-01-23,134.27
S002,P0004,2024-01-24,116.69
S002,P0004,2024-01-25,132.77
S002,P0004,2024-01-26,138.25
S002,P0004,2024-01-27,144.36
S002,P0004,2024-01-28,118.43
S002,P0004,2024-01-29,132.33
S002,P0004,2024-01-30,134.27
S002,P0004,2024-01-31,116.69
S002,P0005,2024-01-02,143.42
S002,P0005,2024-01-03,148.0
S002,P0005,2024-01-04,112.29
S002,P0005,2024-01-05,124.49
S002,P0005,2024-01-06,143.06
S002,P0005,2024-01-07,132.92
S002,P0005,2024-01-08,136.87
S002,P0005,2024-01-09,144.85
S002,P0005,2024-01-10,145.92
S002,P0005,2024-01-11,116.32
S002,P0005,2024-01-12,115.66
S002,P0005,2024-01-13,148.38
S002,P0005,2024-01-14,121.13
S002,P0005,2024-01-15,137.08
S002,P0005,2024-01-16,142.7
S002,P0005,2024-01-17,147.85
S002,P0005,2024-01-18,114.63
S002,P0005,2024-01-19,117.03
S002,P0005,2024-01-20,147.04
S002,P0005,2024-01-21,122.11
S002,P0005,2024-01-22,135.82
S002,P0005,2024-01-23,143.78
S002,P0005,2024-01-24,146.86
S002,P0005,2024-01-25,115.54
S002,P0005,2024-01-26,116.19
S002,P0005,2024-01-27,147.8
S002,P0005,2024-01-28,121.41
S002,P0005,2024-01-29,136.44
S002,P0005,2024-01-30,143.21
S002,P0005,2024-01-31,147.38
S002,P0006,2024-01-02,152.43
S002,P0006,2024-01-03,117.33
S002,P0006,2024-01-04,128.64
S002,P0006,2024-01-05,134.24
S002,P0006,2024-01-06,129.13
S002,P0006,2024-01-07,128.2
S002,P0006,2024-01-08,131.1
S002,P0006,2024-01-09,146.84
S002,P0006,2024-01-10,121.17
S002,P0006,2024-01-11,131.97
S002,P0006,2024-01-12,133.69
S002,P0006,2024-01-13,127.17
S002,P0006,2024-01-14,131.84
S002,P0006,2024-01-15,132.5
S002,P0006,2024-01-16,147.05
S002,P0006,2024-01-17,121.15
S002,P0006,2024-01-18,131.65
S002,P0006,2024-01-19,133.75
S002,P0006,2024-01-20,127.34
S002,P0006,2024-01-21,131.57
S002,P0006,2024-01-22,132.47
S002,P0006,2024-01-23,147.04
S002,P0006,2024-01-24,121.12
S002,P0006,2024-01-25,131.7
S002,P0006,2024-01-26,133.73
